title,artist,top genre,year,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,country
Dance Monkey,Tones and I,australian pop,2019,1969-12-31,98.0,59.0,82.0,-6.0,15.0,51.0,209,69.0,9.0,100,world
ROXANNE,Arizona Zervas,pop rap,2019,1969-12-31,117.0,60.0,62.0,-6.0,46.0,46.0,164,5.0,15.0,99,world
Memories,Maroon 5,pop,2019,1969-12-31,91.0,32.0,76.0,-7.0,8.0,57.0,189,84.0,5.0,99,world
Circles,Post Malone,dfw rap,2019,1969-12-31,120.0,76.0,70.0,-3.0,9.0,55.0,215,19.0,4.0,99,world
All I Want for Christmas Is You,Mariah Carey,dance pop,1994,1969-12-31,150.0,63.0,34.0,-7.0,7.0,35.0,241,16.0,4.0,98,world
everything i wanted,Billie Eilish,electropop,2019,1969-12-31,120.0,23.0,70.0,-14.0,11.0,24.0,245,90.0,10.0,98,world
Falling,Trevor Daniel,alternative r&b,2018,1969-12-31,127.0,43.0,78.0,-9.0,9.0,24.0,159,12.0,4.0,97,world
RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,1969-12-31,105.0,72.0,72.0,-7.0,24.0,67.0,222,3.0,7.0,97,world
Don't Start Now,Dua Lipa,dance pop,2019,1969-12-31,124.0,79.0,79.0,-5.0,10.0,68.0,183,1.0,8.0,97,world
Tusa,KAROL G,latin,2019,1969-12-31,101.0,72.0,80.0,-3.0,6.0,57.0,201,30.0,30.0,96,world
Blinding Lights,The Weeknd,canadian contemporary r&b,2019,1969-12-31,171.0,80.0,51.0,-4.0,9.0,35.0,202,0.0,6.0,96,world
Someone You Loved,Lewis Capaldi,pop,2019,1969-12-31,110.0,41.0,50.0,-6.0,11.0,45.0,182,75.0,3.0,96,world
Santa Tell Me,Ariana Grande,dance pop,2014,1969-12-31,192.0,62.0,53.0,-7.0,29.0,59.0,204,5.0,12.0,95,world
Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,1969-12-31,67.0,47.0,59.0,-9.0,51.0,90.0,126,61.0,5.0,93,world
Jingle Bell Rock,Bobby Helms,adult standards,1992,1969-12-31,120.0,42.0,75.0,-8.0,7.0,81.0,131,64.0,4.0,92,world
It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,1969-12-31,202.0,60.0,24.0,-8.0,12.0,78.0,152,77.0,4.0,92,world
Happy Xmas (War Is Over) - Remastered,John Lennon,album rock,2010,1969-12-31,147.0,61.0,33.0,-11.0,77.0,40.0,214,32.0,3.0,92,world
Mistletoe,Justin Bieber,canadian pop,2011,1969-12-31,162.0,56.0,66.0,-9.0,8.0,85.0,183,50.0,5.0,92,world
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,1969-12-31,142.0,26.0,65.0,-13.0,36.0,84.0,155,90.0,6.0,91,world
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,1969-12-31,95.0,51.0,77.0,-9.0,7.0,77.0,228,32.0,3.0,91,world
The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,1969-12-31,79.0,21.0,32.0,-15.0,14.0,21.0,192,92.0,3.0,89,world
White Christmas,Bing Crosby,adult standards,1942,1969-12-31,131.0,16.0,32.0,-16.0,34.0,25.0,177,67.0,4.0,89,world
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,1969-12-31,134.0,24.0,45.0,-14.0,18.0,70.0,117,91.0,4.0,89,world
Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,1969-12-31,75.0,18.0,44.0,-9.0,32.0,34.0,171,96.0,4.0,89,world
Señorita,Shawn Mendes,canadian pop,2019,1969-12-31,117.0,55.0,76.0,-6.0,8.0,75.0,191,4.0,3.0,89,world
Underneath the Tree,Kelly Clarkson,dance pop,2013,1969-12-31,160.0,81.0,51.0,-5.0,21.0,69.0,230,0.0,5.0,88,world
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,adult standards,1999,1969-12-31,113.0,28.0,73.0,-12.0,12.0,72.0,156,76.0,6.0,88,world
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,1969-12-31,129.0,84.0,67.0,-4.0,11.0,84.0,126,61.0,3.0,88,world
Christmas (Baby Please Come Home),Mariah Carey,dance pop,1994,1969-12-31,127.0,78.0,57.0,-7.0,11.0,70.0,153,2.0,3.0,88,world
Do They Know It's Christmas? - 1984 Version,Band Aid,,2004,1969-12-31,115.0,64.0,60.0,-7.0,10.0,35.0,223,16.0,4.0,87,world
Blue Christmas,Elvis Presley,adult standards,1957,1969-12-31,95.0,27.0,47.0,-17.0,14.0,58.0,129,90.0,4.0,87,world
Run Rudolph Run - Single Version,Chuck Berry,blues rock,1986,1969-12-31,152.0,72.0,68.0,-11.0,8.0,96.0,166,81.0,9.0,87,world
Step Into Christmas,Elton John,glam rock,1973,1969-12-31,140.0,93.0,53.0,-6.0,31.0,82.0,272,10.0,4.0,87,world
Christmas Lights,Coldplay,permanent wave,2010,1969-12-31,131.0,42.0,31.0,-9.0,8.0,24.0,242,13.0,3.0,87,world
Santa Baby,Ariana Grande,dance pop,2013,1969-12-31,96.0,78.0,75.0,-6.0,28.0,77.0,171,5.0,14.0,87,world
Fairytale of New York (feat. Kirsty MacColl),The Pogues,celtic punk,1988,1969-12-31,119.0,65.0,32.0,-6.0,24.0,47.0,272,50.0,3.0,86,world
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,1969-12-31,140.0,67.0,36.0,-8.0,73.0,41.0,268,36.0,5.0,86,world
Last Christmas,Wham!,new wave pop,1984,1969-12-31,108.0,48.0,74.0,-12.0,36.0,95.0,263,19.0,3.0,85,world
Feliz Navidad,José Feliciano,latin pop,2001,1969-12-31,149.0,86.0,49.0,-7.0,35.0,96.0,182,53.0,4.0,85,world
Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,1969-12-31,147.0,76.0,69.0,-5.0,18.0,96.0,144,42.0,3.0,85,world
It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,1969-12-31,93.0,22.0,33.0,-11.0,34.0,36.0,207,88.0,3.0,84,world
I Saw Mommy Kissing Santa Claus,The Jackson 5,adult standards,1970,1969-12-31,129.0,71.0,58.0,-8.0,82.0,61.0,181,26.0,5.0,84,world
My Only Wish (This Year),Britney Spears,dance pop,2019,1969-12-31,147.0,73.0,67.0,-7.0,20.0,68.0,255,23.0,3.0,84,world
A Holly Jolly Christmas - Single Version,Burl Ives,adult standards,1998,1969-12-31,140.0,37.0,67.0,-13.0,10.0,86.0,133,59.0,3.0,83,world
Driving Home for Christmas - 2019 Remaster,Chris Rea,album rock,1987,1969-12-31,180.0,58.0,51.0,-11.0,18.0,87.0,242,36.0,4.0,83,world
Holly Jolly Christmas,Michael Bublé,adult standards,2011,1969-12-31,151.0,43.0,61.0,-9.0,9.0,74.0,122,86.0,4.0,82,world
Christmas (Baby Please Come Home),Darlene Love,adult standards,2019,1969-12-31,126.0,76.0,34.0,-7.0,8.0,36.0,166,39.0,5.0,82,world
Sleigh Ride,The Ronettes,adult standards,2019,1969-12-31,92.0,77.0,53.0,-7.0,32.0,85.0,181,40.0,3.0,77,world
Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,1969-12-31,123.0,40.0,59.0,-7.0,4.0,42.0,172,79.0,5.0,75,world
Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,1969-12-31,102.0,71.0,76.0,-10.0,8.0,96.0,224,16.0,3.0,69,world
Dance Monkey,Tones and I,australian pop,2019,1969-12-31,98.0,59.0,82.0,-6.0,15.0,51.0,209,69.0,9.0,100,africa
Circles,Post Malone,dfw rap,2019,1969-12-31,120.0,76.0,70.0,-3.0,9.0,55.0,215,19.0,4.0,99,africa
Memories,Maroon 5,pop,2019,1969-12-31,91.0,32.0,76.0,-7.0,8.0,57.0,189,84.0,5.0,99,africa
ROXANNE,Arizona Zervas,pop rap,2019,1969-12-31,117.0,60.0,62.0,-6.0,46.0,46.0,164,5.0,15.0,99,africa
All I Want for Christmas Is You,Mariah Carey,dance pop,1994,1969-12-31,150.0,63.0,34.0,-7.0,7.0,35.0,241,16.0,4.0,98,africa
Santa Tell Me,Ariana Grande,dance pop,2014,1969-12-31,192.0,62.0,53.0,-7.0,29.0,59.0,204,5.0,12.0,95,africa
Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,1969-12-31,67.0,47.0,59.0,-9.0,51.0,90.0,126,61.0,5.0,93,africa
Jingle Bell Rock,Bobby Helms,adult standards,1992,1969-12-31,120.0,42.0,75.0,-8.0,7.0,81.0,131,64.0,4.0,92,africa
It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,1969-12-31,202.0,60.0,24.0,-8.0,12.0,78.0,152,77.0,4.0,92,africa
Mistletoe,Justin Bieber,canadian pop,2011,1969-12-31,162.0,56.0,66.0,-9.0,8.0,85.0,183,50.0,5.0,92,africa
Happy Xmas (War Is Over) - Remastered,John Lennon,album rock,2010,1969-12-31,147.0,61.0,33.0,-11.0,77.0,40.0,214,32.0,3.0,92,africa
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,1969-12-31,142.0,26.0,65.0,-13.0,36.0,84.0,155,90.0,6.0,91,africa
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,1969-12-31,95.0,51.0,77.0,-9.0,7.0,77.0,228,32.0,3.0,91,africa
The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,1969-12-31,79.0,21.0,32.0,-15.0,14.0,21.0,192,92.0,3.0,89,africa
White Christmas,Bing Crosby,adult standards,1942,1969-12-31,131.0,16.0,32.0,-16.0,34.0,25.0,177,67.0,4.0,89,africa
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,1969-12-31,134.0,24.0,45.0,-14.0,18.0,70.0,117,91.0,4.0,89,africa
Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,1969-12-31,75.0,18.0,44.0,-9.0,32.0,34.0,171,96.0,4.0,89,africa
Señorita,Shawn Mendes,canadian pop,2019,1969-12-31,117.0,55.0,76.0,-6.0,8.0,75.0,191,4.0,3.0,89,africa
Underneath the Tree,Kelly Clarkson,dance pop,2013,1969-12-31,160.0,81.0,51.0,-5.0,21.0,69.0,230,0.0,5.0,88,africa
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,adult standards,1999,1969-12-31,113.0,28.0,73.0,-12.0,12.0,72.0,156,76.0,6.0,88,africa
Christmas (Baby Please Come Home),Mariah Carey,dance pop,1994,1969-12-31,127.0,78.0,57.0,-7.0,11.0,70.0,153,2.0,3.0,88,africa
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,1969-12-31,129.0,84.0,67.0,-4.0,11.0,84.0,126,61.0,3.0,88,africa
Do They Know It's Christmas? - 1984 Version,Band Aid,,2004,1969-12-31,115.0,64.0,60.0,-7.0,10.0,35.0,223,16.0,4.0,87,africa
Blue Christmas,Elvis Presley,adult standards,1957,1969-12-31,95.0,27.0,47.0,-17.0,14.0,58.0,129,90.0,4.0,87,africa
Santa Baby,Ariana Grande,dance pop,2013,1969-12-31,96.0,78.0,75.0,-6.0,28.0,77.0,171,5.0,14.0,87,africa
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,1969-12-31,140.0,67.0,36.0,-8.0,73.0,41.0,268,36.0,5.0,86,africa
Beautiful People (feat. Khalid),Ed Sheeran,pop,2019,1969-12-31,93.0,65.0,64.0,-8.0,8.0,55.0,198,12.0,19.0,86,africa
Last Christmas,Wham!,new wave pop,1984,1969-12-31,108.0,48.0,74.0,-12.0,36.0,95.0,263,19.0,3.0,85,africa
Feliz Navidad,José Feliciano,latin pop,2001,1969-12-31,149.0,86.0,49.0,-7.0,35.0,96.0,182,53.0,4.0,85,africa
Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,1969-12-31,147.0,76.0,69.0,-5.0,18.0,96.0,144,42.0,3.0,85,africa
It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,1969-12-31,93.0,22.0,33.0,-11.0,34.0,36.0,207,88.0,3.0,84,africa
A Holly Jolly Christmas - Single Version,Burl Ives,adult standards,1998,1969-12-31,140.0,37.0,67.0,-13.0,10.0,86.0,133,59.0,3.0,83,africa
Holly Jolly Christmas,Michael Bublé,adult standards,2011,1969-12-31,151.0,43.0,61.0,-9.0,9.0,74.0,122,86.0,4.0,82,africa
Christmas (Baby Please Come Home),Darlene Love,adult standards,2019,1969-12-31,126.0,76.0,34.0,-7.0,8.0,36.0,166,39.0,5.0,82,africa
I'll Be Home for Christmas,Michael Bublé,adult standards,2011,1969-12-31,82.0,11.0,25.0,-14.0,16.0,15.0,268,94.0,3.0,78,africa
Sleigh Ride,The Ronettes,adult standards,2019,1969-12-31,92.0,77.0,53.0,-7.0,32.0,85.0,181,40.0,3.0,77,africa
Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,1969-12-31,123.0,40.0,59.0,-7.0,4.0,42.0,172,79.0,5.0,75,africa
Merry Christmas Everyone,Shakin' Stevens,new wave pop,1997,1969-12-31,102.0,71.0,76.0,-10.0,8.0,96.0,224,16.0,3.0,69,africa
Tender Love (feat. DJ Maphorisa & Kabza De Small),Sha Sha,afro house,2019,1969-12-31,113.0,39.0,85.0,-14.0,5.0,45.0,444,1.0,6.0,53,africa
Labantwana Ama Uber,Semi Tee,amapiano,2019,1969-12-31,112.0,62.0,87.0,-10.0,5.0,53.0,384,4.0,8.0,52,africa
Nana Thula,Kabza De Small,afro house,2019,1969-12-31,114.0,52.0,77.0,-14.0,4.0,59.0,439,0.0,5.0,52,africa
Vula Vala,DJ Maphorisa,afro house,2019,1969-12-31,113.0,59.0,91.0,-11.0,8.0,14.0,374,2.0,6.0,52,africa
Umlilo,DJ Zinhle,kwaito,2019,1969-12-31,125.0,70.0,70.0,-5.0,8.0,62.0,237,27.0,3.0,52,africa
Jerusalem,Master KG,kwaito house,2019,1969-12-31,124.0,47.0,88.0,-7.0,6.0,84.0,343,2.0,5.0,51,africa
Lorch,Kabza De Small,afro house,2019,1969-12-31,113.0,68.0,91.0,-10.0,7.0,41.0,375,17.0,6.0,50,africa
Sukendleleni,Jobe London,afro house,2019,1969-12-31,112.0,72.0,88.0,-6.0,5.0,24.0,415,5.0,5.0,50,africa
Fire,DJ Big Sky,,2019,1969-12-31,114.0,56.0,65.0,-7.0,5.0,64.0,463,2.0,21.0,47,africa
Akulaleki,Samthing Soweto,afro house,2019,1969-12-31,116.0,67.0,90.0,-9.0,6.0,34.0,382,14.0,9.0,45,africa
Sandton,Kabza De Small,afro house,2019,1969-12-31,113.0,63.0,88.0,-12.0,10.0,59.0,412,15.0,15.0,45,africa
"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)",Mfr Souls,afro house,2019,1969-12-31,115.0,68.0,82.0,-8.0,6.0,68.0,353,5.0,5.0,37,africa
Dance Monkey,Tones and I,australian pop,2019,1969-12-31,98.0,59.0,82.0,-6.0,15.0,51.0,209,69.0,9.0,100,argentina
RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,1969-12-31,105.0,72.0,72.0,-7.0,24.0,67.0,222,3.0,7.0,97,argentina
Tusa,KAROL G,latin,2019,1969-12-31,101.0,72.0,80.0,-3.0,6.0,57.0,201,30.0,30.0,96,argentina
China,Anuel AA,latin,2019,1969-12-31,105.0,81.0,79.0,-4.0,8.0,61.0,302,8.0,9.0,94,argentina
Vete,Bad Bunny,latin,2019,1969-12-31,92.0,67.0,89.0,-4.0,10.0,53.0,192,4.0,19.0,94,argentina
Fantasias,Rauw Alejandro,latin,2019,1969-12-31,94.0,70.0,88.0,-4.0,6.0,79.0,200,14.0,7.0,93,argentina
LA CANCIÓN,J Balvin,latin,2019,1969-12-31,176.0,65.0,75.0,-6.0,11.0,43.0,243,15.0,32.0,93,argentina
Adicto (with Anuel AA & Ozuna),Tainy,pop reggaeton,2019,1969-12-31,80.0,84.0,73.0,-5.0,18.0,62.0,271,2.0,7.0,92,argentina
Callaita,Bad Bunny,latin,2019,1969-12-31,176.0,62.0,61.0,-5.0,24.0,24.0,251,60.0,31.0,92,argentina
Que Tire Pa Lante,Daddy Yankee,latin,2019,1969-12-31,94.0,90.0,66.0,-3.0,12.0,71.0,211,5.0,4.0,91,argentina
Whine Up,Nicky Jam,latin,2019,1969-12-31,105.0,67.0,82.0,-6.0,10.0,66.0,215,5.0,8.0,91,argentina
Tutu,Camilo,colombian pop,2019,1969-12-31,146.0,83.0,73.0,-3.0,7.0,94.0,179,27.0,5.0,90,argentina
Quizas,Rich Music LTD,reggaeton,2019,1969-12-31,176.0,82.0,73.0,-2.0,23.0,68.0,216,3.0,15.0,90,argentina
Si Te Vas,Sech,panamanian pop,2019,1969-12-31,174.0,64.0,73.0,-4.0,14.0,55.0,205,9.0,13.0,90,argentina
Aventura,Lunay,latin,2019,1969-12-31,92.0,73.0,73.0,-3.0,10.0,88.0,217,22.0,4.0,90,argentina
"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,1969-12-31,92.0,76.0,78.0,-3.0,14.0,58.0,201,46.0,23.0,90,argentina
Indeciso,Reik,latin,2019,1969-12-31,95.0,75.0,74.0,-5.0,11.0,90.0,217,18.0,5.0,90,argentina
Hola - Remix,Dalex,latin,2019,1969-12-31,182.0,67.0,65.0,-6.0,8.0,34.0,250,47.0,31.0,89,argentina
Señorita,Shawn Mendes,canadian pop,2019,1969-12-31,117.0,55.0,76.0,-6.0,8.0,75.0,191,4.0,3.0,89,argentina
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,latin,2019,1969-12-31,170.0,71.0,74.0,-4.0,8.0,83.0,259,5.0,9.0,88,argentina
No Me Conoce - Remix,Jhay Cortez,latin,2019,1969-12-31,92.0,79.0,81.0,-4.0,9.0,58.0,309,14.0,7.0,88,argentina
Con Altura,ROSALÍA,r&b en espanol,2019,1969-12-31,98.0,69.0,88.0,-4.0,5.0,75.0,162,39.0,12.0,88,argentina
Otro Trago - Remix,Sech,panamanian pop,2019,1969-12-31,176.0,79.0,73.0,-2.0,6.0,76.0,288,7.0,20.0,88,argentina
Con Calma,Daddy Yankee,latin,2019,1969-12-31,94.0,86.0,74.0,-3.0,6.0,66.0,193,11.0,6.0,88,argentina
0.95833333333333337,Maluma,latin,2019,1969-12-31,96.0,71.0,78.0,-5.0,9.0,68.0,176,22.0,28.0,88,argentina
Bellaquita - Remix,Dalex,latin,2019,1969-12-31,166.0,72.0,80.0,-4.0,18.0,76.0,305,14.0,8.0,87,argentina
Calma - Remix,Pedro Capó,latin,2018,1969-12-31,127.0,77.0,83.0,-4.0,14.0,76.0,238,32.0,5.0,87,argentina
Blanco,J Balvin,latin,2019,1969-12-31,100.0,71.0,87.0,-5.0,9.0,59.0,146,3.0,13.0,87,argentina
"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dimelo Flow,latin,2019,1969-12-31,88.0,65.0,75.0,-3.0,11.0,48.0,233,11.0,7.0,85,argentina
Fresa,TINI,latin pop,2019,1969-12-31,96.0,87.0,78.0,-3.0,10.0,86.0,166,22.0,9.0,83,argentina
Perreo en La Luna,Rich Music LTD,reggaeton,2019,1969-12-31,174.0,76.0,71.0,-4.0,37.0,72.0,219,27.0,29.0,83,argentina
Sigues Con El,Dimelo Flow,latin,2019,1969-12-31,88.0,67.0,88.0,-3.0,7.0,68.0,227,11.0,11.0,83,argentina
Oye,TINI,latin pop,2019,1969-12-31,95.0,51.0,68.0,-8.0,18.0,26.0,173,45.0,6.0,83,argentina
Soltera - Remix,Lunay,latin,2019,1969-12-31,92.0,78.0,80.0,-4.0,44.0,80.0,266,36.0,4.0,80,argentina
Tal Vez,Paulo Londra,argentine hip hop,2019,1969-12-31,162.0,65.0,86.0,-2.0,8.0,74.0,264,25.0,15.0,80,argentina
22,TINI,latin pop,2019,1969-12-31,176.0,64.0,70.0,-5.0,9.0,81.0,159,1.0,9.0,76,argentina
Ya No Mas,Fer Palacio,,2019,1969-12-31,100.0,68.0,80.0,-6.0,7.0,88.0,158,14.0,6.0,75,argentina
Goteo,Duki,argentine hip hop,2019,1969-12-31,108.0,78.0,47.0,-4.0,19.0,44.0,164,19.0,4.0,73,argentina
CANGURO,WOS,argentine indie,2019,1969-12-31,164.0,75.0,60.0,-4.0,67.0,93.0,197,17.0,33.0,73,argentina
C90 - Remix,John C,argentine hip hop,2019,1969-12-31,123.0,76.0,87.0,-5.0,7.0,61.0,316,34.0,9.0,72,argentina
Cómo estás,Ke Personajes,cumbia pop,2019,1969-12-31,135.0,86.0,59.0,-2.0,4.0,98.0,227,29.0,6.0,72,argentina
Me Vas a Extrañar - En Vivo,Damas Gratis,cumbia villera,2018,1969-12-31,88.0,81.0,42.0,-5.0,70.0,64.0,239,32.0,4.0,71,argentina
No Te Creas Tan Importante - En Vivo,Damas Gratis,cumbia villera,2018,1969-12-31,175.0,76.0,30.0,-5.0,88.0,67.0,240,20.0,4.0,70,argentina
Soy Sabalero,Los Palmeras,argentine rock,2019,1969-12-31,132.0,85.0,78.0,-5.0,8.0,85.0,180,8.0,6.0,68,argentina
No Dijeron Nada,Oscu,trap argentino,2019,1969-12-31,115.0,71.0,70.0,-5.0,51.0,91.0,187,8.0,5.0,68,argentina
Una Cerveza,Rafaga,cumbia chilena,2016,1969-12-31,98.0,91.0,75.0,-2.0,9.0,76.0,241,32.0,5.0,67,argentina
Olvídala,Los Palmeras,argentine rock,2004,1969-12-31,132.0,69.0,77.0,-5.0,27.0,52.0,290,31.0,5.0,65,argentina
Ocho Cuarenta,Rodrigo,argentine rock,1998,1969-12-31,148.0,70.0,61.0,-10.0,30.0,85.0,355,8.0,3.0,64,argentina
El Bombón,Los Palmeras,argentine rock,2016,1969-12-31,164.0,77.0,74.0,-5.0,8.0,87.0,204,20.0,6.0,63,argentina
La Cola,Los Palmeras,argentine rock,2016,1969-12-31,93.0,79.0,78.0,-5.0,12.0,87.0,169,36.0,6.0,63,argentina
Dance Monkey,Tones and I,australian pop,2019,1969-12-31,98.0,59.0,82.0,-6.0,15.0,51.0,209,69.0,9.0,100,australia
ROXANNE,Arizona Zervas,pop rap,2019,1969-12-31,117.0,60.0,62.0,-6.0,46.0,46.0,164,5.0,15.0,99,australia
Circles,Post Malone,dfw rap,2019,1969-12-31,120.0,76.0,70.0,-3.0,9.0,55.0,215,19.0,4.0,99,australia
Memories,Maroon 5,pop,2019,1969-12-31,91.0,32.0,76.0,-7.0,8.0,57.0,189,84.0,5.0,99,australia
All I Want for Christmas Is You,Mariah Carey,dance pop,1994,1969-12-31,150.0,63.0,34.0,-7.0,7.0,35.0,241,16.0,4.0,98,australia
Don't Start Now,Dua Lipa,dance pop,2019,1969-12-31,124.0,79.0,79.0,-5.0,10.0,68.0,183,1.0,8.0,97,australia
Falling,Trevor Daniel,alternative r&b,2018,1969-12-31,127.0,43.0,78.0,-9.0,9.0,24.0,159,12.0,4.0,97,australia
Santa Tell Me,Ariana Grande,dance pop,2014,1969-12-31,192.0,62.0,53.0,-7.0,29.0,59.0,204,5.0,12.0,95,australia
Ride It,Regard,pop edm,2019,1969-12-31,118.0,75.0,88.0,-4.0,11.0,88.0,158,18.0,9.0,95,australia
Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,1969-12-31,67.0,47.0,59.0,-9.0,51.0,90.0,126,61.0,5.0,93,australia
Happy Xmas (War Is Over) - Remastered,John Lennon,album rock,2010,1969-12-31,147.0,61.0,33.0,-11.0,77.0,40.0,214,32.0,3.0,92,australia
It's the Most Wonderful Time of the Year,Andy Williams,adult standards,1963,1969-12-31,202.0,60.0,24.0,-8.0,12.0,78.0,152,77.0,4.0,92,australia
Mistletoe,Justin Bieber,canadian pop,2011,1969-12-31,162.0,56.0,66.0,-9.0,8.0,85.0,183,50.0,5.0,92,australia
Jingle Bell Rock,Bobby Helms,adult standards,1992,1969-12-31,120.0,42.0,75.0,-8.0,7.0,81.0,131,64.0,4.0,92,australia
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,adult standards,1994,1969-12-31,142.0,26.0,65.0,-13.0,36.0,84.0,155,90.0,6.0,91,australia
White Christmas,Bing Crosby,adult standards,1942,1969-12-31,131.0,16.0,32.0,-16.0,34.0,25.0,177,67.0,4.0,89,australia
The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,1969-12-31,79.0,21.0,32.0,-15.0,14.0,21.0,192,92.0,3.0,89,australia
Have Yourself A Merry Little Christmas,Sam Smith,pop,2014,1969-12-31,75.0,18.0,44.0,-9.0,32.0,34.0,171,96.0,4.0,89,australia
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,album rock,1983,1969-12-31,129.0,84.0,67.0,-4.0,11.0,84.0,126,61.0,3.0,88,australia
Underneath the Tree,Kelly Clarkson,dance pop,2013,1969-12-31,160.0,81.0,51.0,-5.0,21.0,69.0,230,0.0,5.0,88,australia
Do They Know It's Christmas? - 1984 Version,Band Aid,,2004,1969-12-31,115.0,64.0,60.0,-7.0,10.0,35.0,223,16.0,4.0,87,australia
Step Into Christmas,Elton John,glam rock,1973,1969-12-31,140.0,93.0,53.0,-6.0,31.0,82.0,272,10.0,4.0,87,australia
Run Rudolph Run - Single Version,Chuck Berry,blues rock,1986,1969-12-31,152.0,72.0,68.0,-11.0,8.0,96.0,166,81.0,9.0,87,australia
Christmas Lights,Coldplay,permanent wave,2010,1969-12-31,131.0,42.0,31.0,-9.0,8.0,24.0,242,13.0,3.0,87,australia
Blue Christmas,Elvis Presley,adult standards,1957,1969-12-31,95.0,27.0,47.0,-17.0,14.0,58.0,129,90.0,4.0,87,australia
Adore You,Harry Styles,dance pop,2019,1969-12-31,99.0,77.0,68.0,-4.0,10.0,57.0,207,2.0,5.0,87,australia
Fairytale of New York (feat. Kirsty MacColl),The Pogues,celtic punk,1988,1969-12-31,119.0,65.0,32.0,-6.0,24.0,47.0,272,50.0,3.0,86,australia
Last Christmas,Wham!,new wave pop,1984,1969-12-31,108.0,48.0,74.0,-12.0,36.0,95.0,263,19.0,3.0,85,australia
Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,1969-12-31,147.0,76.0,69.0,-5.0,18.0,96.0,144,42.0,3.0,85,australia
Winter Wonderland,Tony Bennett,adult standards,1968,1969-12-31,115.0,37.0,45.0,-14.0,8.0,63.0,134,83.0,4.0,85,australia
It's Beginning to Look a Lot like Christmas,Michael Bublé,adult standards,2011,1969-12-31,93.0,22.0,33.0,-11.0,34.0,36.0,207,88.0,3.0,84,australia
Driving Home for Christmas - 2019 Remaster,Chris Rea,album rock,1987,1969-12-31,180.0,58.0,51.0,-11.0,18.0,87.0,242,36.0,4.0,83,australia
A Holly Jolly Christmas - Single Version,Burl Ives,adult standards,1998,1969-12-31,140.0,37.0,67.0,-13.0,10.0,86.0,133,59.0,3.0,83,australia
Little Saint Nick - 1991 Remix,The Beach Boys,baroque pop,1964,1969-12-31,131.0,55.0,60.0,-9.0,5.0,97.0,119,11.0,3.0,83,australia
Holly Jolly Christmas,Michael Bublé,adult standards,2011,1969-12-31,151.0,43.0,61.0,-9.0,9.0,74.0,122,86.0,4.0,82,australia
Baby It's Cold Outside (duet with Michael Bublé),Idina Menzel,hollywood,2014,1969-12-31,113.0,48.0,55.0,-9.0,28.0,56.0,166,65.0,6.0,81,australia
